objectid,filename,youtubeid,vimeoid,title,creator,date,description,subject,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement
gib001000037001,https://adrian-gibson.github.io/001/GIB001000037001.jpg,,,"Gloucestershire: Daglingworth ""17th century tomb""",,,,Stone;Religious,Gloucestershire,51.743647,-2.0109746,"Welsh School of Architecture, Cardiff University",GIB001000037001,Image;StillImage,image/jpeg,eng,Public domain,https://creativecommons.org/licenses/by-sa/4.0/
gib001000039001,https://adrian-gibson.github.io/001/GIB001000039001.jpg,,,"Bedford: Boxgrove Priory ""Renaissance tomb""",,,,Stone;Religious,Bedford,52.138291,-0.42673656,"Welsh School of Architecture, Cardiff University",GIB001000039001,Image;StillImage,image/jpeg,eng,Public domain,https://creativecommons.org/licenses/by-sa/4.0/
gib001000039002,https://adrian-gibson.github.io/001/GIB001000039002.jpg,,,"Bedford: Boxgrove Priory ""Renaissance tomb""",,,,Stone;Religious,Bedford,52.138291,-0.42673656,"Welsh School of Architecture, Cardiff University",GIB001000039002,Image;StillImage,image/jpeg,eng,Public domain,https://creativecommons.org/licenses/by-sa/4.0/
gib001000039003,https://adrian-gibson.github.io/001/GIB001000039003.jpg,,,"Bedford: Boxgrove Priory ""Flying buttresses""",,,,Stone;Religious,Bedford,52.138291,-0.42673656,"Welsh School of Architecture, Cardiff University",GIB001000039003,Image;StillImage,image/jpeg,eng,Public domain,https://creativecommons.org/licenses/by-sa/4.0/
gib001000040001,https://adrian-gibson.github.io/001/GIB001000040001.jpg,,,"Oxfordshire: [St Leonard's and St James's Church], Rousham ""Capital scallop trumpet""",,,,Stone;Religious,Oxfordshire,51.914047,-1.303791609,"Welsh School of Architecture, Cardiff University",GIB001000040001,Image;StillImage,image/jpeg,eng,Public domain,https://creativecommons.org/licenses/by-sa/4.0/
gib001000040002,https://adrian-gibson.github.io/001/GIB001000040002.jpg,,,"Oxfordshire: [St Leonard's and St James's Church], Rousham ""Rousham Church Waterleaf Cap [Capital]""",,,,Stone;Religious,Oxfordshire,51.914047,-1.303791609,"Welsh School of Architecture, Cardiff University",GIB001000040002,Image;StillImage,image/jpeg,eng,Public domain,https://creativecommons.org/licenses/by-sa/4.0/
gib001000041001,https://adrian-gibson.github.io/001/GIB001000041001.jpg,,,"Powys: [St Nicholas Church], Montgomery ""Lord Montgomery, Richard Herbert - tomb 1600 - probably by Walter Hancock""",,,,Stone;Object;Religious,Powys,52.561 ,-3.1467,"Welsh School of Architecture, Cardiff University",GIB001000041001,Image;StillImage,image/jpeg,eng,Public domain,https://creativecommons.org/licenses/by-sa/4.0/
gib001000041002,https://adrian-gibson.github.io/001/GIB001000041002.jpg,,,"Derbyshire: [Bredon Priory] ""Breedon on the Hill, 2 decker monument""",,,,Stone;Object;Religious,Derbyshire,52.806085,-1.3997709,"Welsh School of Architecture, Cardiff University",GIB001000041002,Image;StillImage,image/jpeg,eng,Public domain,https://creativecommons.org/licenses/by-sa/4.0/
gib001000041003,https://adrian-gibson.github.io/001/GIB001000041003.jpg,,,"Herefordshire: [St Bartholomew's Church], Much Marcle ""Blanche Mortimer tomb""",,,,Stone;Object;Religious,Herefordshire,51.992097,-2.5008244,"Welsh School of Architecture, Cardiff University",GIB001000041003,Image;StillImage,image/jpeg,eng,Public domain,https://creativecommons.org/licenses/by-sa/4.0/
gib001000041004,https://adrian-gibson.github.io/001/GIB001000041004.jpg,,,"Oxfordshire: [St Kenelm's Church], Minster Lovell ""Mid C15 Knight - Will Lovell 1455 or son John 1465""",,,,Stone;Object;Religious,Oxfordshire,51.800492,-1.531500352,"Welsh School of Architecture, Cardiff University",GIB001000041004,Image;StillImage,image/jpeg,eng,Public domain,https://creativecommons.org/licenses/by-sa/4.0/
gib001000041005,https://adrian-gibson.github.io/001/GIB001000041005.jpg,,,"Herefordshire: [St Bartholomew's Church], Much Marcle ""Blanche Mortimer, Lady Grandison 1347""",,,,Stone;Object;Religious,Herefordshire,51.992097,-2.5008244,"Welsh School of Architecture, Cardiff University",GIB001000041005,Image;StillImage,image/jpeg,eng,Public domain,https://creativecommons.org/licenses/by-sa/4.0/
gib001000042001,https://adrian-gibson.github.io/001/GIB001000042001.jpg,,,"Oxfordshire: [St Andrew's Church], Great Rollright ""C13/14 capitals undercut, chancel arch""",,,,Stone;Religious,Oxfordshire,51.981064,-1.525509429,"Welsh School of Architecture, Cardiff University",GIB001000042001,Image;StillImage,image/jpeg,eng,Public domain,https://creativecommons.org/licenses/by-sa/4.0/
gib001000042002,https://adrian-gibson.github.io/001/GIB001000042002.jpg,,,"Oxfordshire: [St Andrew's Church], Great Rollright ""South door tympanum""",,,,Stone;Religious,Oxfordshire,51.981064,-1.525509429,"Welsh School of Architecture, Cardiff University",GIB001000042002,Image;StillImage,image/jpeg,eng,Public domain,https://creativecommons.org/licenses/by-sa/4.0/
gib001000042003,https://adrian-gibson.github.io/001/GIB001000042003.jpg,,,"Oxfordshire: [St Andrew's Church], Great Rollright ""East end""",,,,Stone;Religious,Oxfordshire,51.981064,-1.525509429,"Welsh School of Architecture, Cardiff University",GIB001000042003,Image;StillImage,image/jpeg,eng,Public domain,https://creativecommons.org/licenses/by-sa/4.0/
gib001000042004,https://adrian-gibson.github.io/001/GIB001000042004.jpg,,,"Oxfordshire: [St Andrew's Church], Great Rollright ""From south east""",,,,Stone;Religious,Oxfordshire,51.981064,-1.525509429,"Welsh School of Architecture, Cardiff University",GIB001000042004,Image;StillImage,image/jpeg,eng,Public domain,https://creativecommons.org/licenses/by-sa/4.0/
gib001000042005,https://adrian-gibson.github.io/001/GIB001000042005.jpg,,,"Oxfordshire: [St Andrew's Church], Great Rollright ""Choir screen - repainted""",,,,Stone;Religious,Oxfordshire,51.981064,-1.525509429,"Welsh School of Architecture, Cardiff University",GIB001000042005,Image;StillImage,image/jpeg,eng,Public domain,https://creativecommons.org/licenses/by-sa/4.0/
gib001000042006,https://adrian-gibson.github.io/001/GIB001000042006.jpg,,,"Oxfordshire: [St Andrew's Church], Great Rollright ""South door tympanum""",,,,Stone;Religious,Oxfordshire,51.981064,-1.525509429,"Welsh School of Architecture, Cardiff University",GIB001000042006,Image;StillImage,image/jpeg,eng,Public domain,https://creativecommons.org/licenses/by-sa/4.0/
gib001000042007,https://adrian-gibson.github.io/001/GIB001000042007.jpg,,,"Oxfordshire: [St Andrew's Church], Great Rollright ""Gravestone 1846""",,,,Stone;Religious,Oxfordshire,51.981064,-1.525509429,"Welsh School of Architecture, Cardiff University",GIB001000042007,Image;StillImage,image/jpeg,eng,Public domain,https://creativecommons.org/licenses/by-sa/4.0/
gib001000042008,https://adrian-gibson.github.io/001/GIB001000042008.jpg,,,"Oxfordshire: [St Andrew's Church], Great Rollright ""Gravestone 1823""",,,,Stone;Religious,Oxfordshire,51.981064,-1.525509429,"Welsh School of Architecture, Cardiff University",GIB001000042008,Image;StillImage,image/jpeg,eng,Public domain,https://creativecommons.org/licenses/by-sa/4.0/
gib001000042009,https://adrian-gibson.github.io/001/GIB001000042009.jpg,,,"Oxfordshire: [St Andrew's Church], Great Rollright ""South doorway - tympanum Norman""",,,,Stone;Religious,Oxfordshire,51.981064,-1.525509429,"Welsh School of Architecture, Cardiff University",GIB001000042009,Image;StillImage,image/jpeg,eng,Public domain,https://creativecommons.org/licenses/by-sa/4.0/
gib001000042010,https://adrian-gibson.github.io/001/GIB001000042010.jpg,,,"Oxfordshire: [St Andrew's Church], Great Rollright ""South east corner, windows, corbel table and buttress""",,,,Stone;Religious,Oxfordshire,51.981064,-1.525509429,"Welsh School of Architecture, Cardiff University",GIB001000042010,Image;StillImage,image/jpeg,eng,Public domain,https://creativecommons.org/licenses/by-sa/4.0/
gib001000042011,https://adrian-gibson.github.io/001/GIB001000042011.jpg,,,"Oxfordshire: [St Andrew's Church], Great Rollright ""South arcade pier""",,,,Stone;Religious,Oxfordshire,51.981064,-1.525509429,"Welsh School of Architecture, Cardiff University",GIB001000042011,Image;StillImage,image/jpeg,eng,Public domain,https://creativecommons.org/licenses/by-sa/4.0/
gib001000042012,https://adrian-gibson.github.io/001/GIB001000042012.jpg,,,"Oxfordshire: [St Andrew's Church], Great Rollright ""Screen canopy""",,,,Stone;Religious,Oxfordshire,51.981064,-1.525509429,"Welsh School of Architecture, Cardiff University",GIB001000042012,Image;StillImage,image/jpeg,eng,Public domain,https://creativecommons.org/licenses/by-sa/4.0/
gib001000042013,https://adrian-gibson.github.io/001/GIB001000042013.jpg,,,"Oxfordshire: [St Andrew's Church], Great Rollright ""C13/14 column bases chancel arch""",,,,Stone;Religious,Oxfordshire,51.981064,-1.525509429,"Welsh School of Architecture, Cardiff University",GIB001000042013,Image;StillImage,image/jpeg,eng,Public domain,https://creativecommons.org/licenses/by-sa/4.0/
gib001000042014,https://adrian-gibson.github.io/001/GIB001000042014.jpg,,,"Oxfordshire: [St Andrew's Church], Great Rollright ""South door - tympanum Jonah and whale""",,,,Stone;Religious,Oxfordshire,51.981064,-1.525509429,"Welsh School of Architecture, Cardiff University",GIB001000042014,Image;StillImage,image/jpeg,eng,Public domain,https://creativecommons.org/licenses/by-sa/4.0/
gib001000044001,https://adrian-gibson.github.io/001/GIB001000044001.jpg,,,"Cumbria: Cartmel Priory ""Decorated monument""",,,,Stone;Religious,Cumbria,54.201122,-2.952342546,"Welsh School of Architecture, Cardiff University",GIB001000044001,Image;StillImage,image/jpeg,eng,Public domain,https://creativecommons.org/licenses/by-sa/4.0/
gib001000044002,https://adrian-gibson.github.io/001/GIB001000044002.jpg,,,"Cumbria: Cartmel Priory ""Pepiscina [piscina] and sedilia""",,,,Stone;Religious,Cumbria,54.201122,-2.952342546,"Welsh School of Architecture, Cardiff University",GIB001000044002,Image;StillImage,image/jpeg,eng,Public domain,https://creativecommons.org/licenses/by-sa/4.0/
gib001000044003,https://adrian-gibson.github.io/001/GIB001000044003.jpg,,,Cumbria: Cartmel Priory,,,,Stone;Religious,Cumbria,54.201122,-2.952342546,"Welsh School of Architecture, Cardiff University",GIB001000044003,Image;StillImage,image/jpeg,eng,Public domain,https://creativecommons.org/licenses/by-sa/4.0/
gib001000045001,https://adrian-gibson.github.io/001/GIB001000045001.jpg,,,"Suffolk: [St Mary's], Earl Stonham ""Bench end 3 faces""",,,,Wood;Object;Religious,Suffolk,52.188187,1.082446182,"Welsh School of Architecture, Cardiff University",GIB001000045001,Image;StillImage,image/jpeg,eng,Public domain,https://creativecommons.org/licenses/by-sa/4.0/
gib001000045002,https://adrian-gibson.github.io/001/GIB001000045002.jpg,,,"Suffolk: [St Mary's], Earl Stonham ""Roof nave""",,,,Stone;Timber frame;Religious,Suffolk,52.188187,1.082446182,"Welsh School of Architecture, Cardiff University",GIB001000045002,Image;StillImage,image/jpeg,eng,Public domain,https://creativecommons.org/licenses/by-sa/4.0/
gib001000045003,https://adrian-gibson.github.io/001/GIB001000045003.jpg,,,"Suffolk: [St Mary's], Earl Stonham ""Bench, fleurons and dragon""",,,,Wood;Object;Religious,Suffolk,52.188187,1.082446182,"Welsh School of Architecture, Cardiff University",GIB001000045003,Image;StillImage,image/jpeg,eng,Public domain,https://creativecommons.org/licenses/by-sa/4.0/
gib001000045004,https://adrian-gibson.github.io/001/GIB001000045004.jpg,,,"Suffolk: [St Mary's], Earl Stonham ""Roof nave""",,,,Stone;Timber frame;Religious,Suffolk,52.188187,1.082446182,"Welsh School of Architecture, Cardiff University",GIB001000045004,Image;StillImage,image/jpeg,eng,Public domain,https://creativecommons.org/licenses/by-sa/4.0/
gib001000045005,https://adrian-gibson.github.io/001/GIB001000045005.jpg,,,"Suffolk: [St Mary's], Earl Stonham",,,,Stone;Religious,Suffolk,52.188187,1.082446182,"Welsh School of Architecture, Cardiff University",GIB001000045005,Image;StillImage,image/jpeg,eng,Public domain,https://creativecommons.org/licenses/by-sa/4.0/
gib001000045006,https://adrian-gibson.github.io/001/GIB001000045006.jpg,,,"Suffolk: [St Mary's], Earl Stonham ""Hourglasses""",,,,Wood;Object;Religious,Suffolk,52.188187,1.082446182,"Welsh School of Architecture, Cardiff University",GIB001000045006,Image;StillImage,image/jpeg,eng,Public domain,https://creativecommons.org/licenses/by-sa/4.0/
gib001000045007,https://adrian-gibson.github.io/001/GIB001000045007.jpg,,,"Suffolk: [St Mary's], Earl Stonham ""Fool in spandrel""",,,,Stone;Timber frame;Religious,Suffolk,52.188187,1.082446182,"Welsh School of Architecture, Cardiff University",GIB001000045007,Image;StillImage,image/jpeg,eng,Public domain,https://creativecommons.org/licenses/by-sa/4.0/
gib001000046001,https://adrian-gibson.github.io/001/GIB001000046001.jpg,,,"Norfolk: [St Michael and All Angels Church], Barton Turf ""St Olave, St Edward, battle axe""",,,,Stone;Wood;Object;Religious,Norfolk,52.743674,1.470868482,"Welsh School of Architecture, Cardiff University",GIB001000046001,Image;StillImage,image/jpeg,eng,Public domain,https://creativecommons.org/licenses/by-sa/4.0/
gib001000046002,https://adrian-gibson.github.io/001/GIB001000046002.jpg,,,"Norfolk: [St Michael and All Angels Church], Barton Turf ""Interior full length""",,,,Stone;Religious,Norfolk,52.743674,1.470868482,"Welsh School of Architecture, Cardiff University",GIB001000046002,Image;StillImage,image/jpeg,eng,Public domain,https://creativecommons.org/licenses/by-sa/4.0/
gib001000046003,https://adrian-gibson.github.io/001/GIB001000046003.jpg,,,"Norfolk: [St Helen's Church], Ranworth ""Ranworth painted screen""",,,,Stone;Religious,Norfolk,52.679548,1.4840789,"Welsh School of Architecture, Cardiff University",GIB001000046003,Image;StillImage,image/jpeg,eng,Public domain,https://creativecommons.org/licenses/by-sa/4.0/
gib001000047001,https://adrian-gibson.github.io/001/GIB001000047001.jpg,,,Bath and North East Somerset: Bath Cathedral,,,,Stone;Religious,Bath and North East Somerset,51.381483,-2.3587289,"Welsh School of Architecture, Cardiff University",GIB001000047001,Image;StillImage,image/jpeg,eng,Public domain,https://creativecommons.org/licenses/by-sa/4.0/
gib001000047002,https://adrian-gibson.github.io/001/GIB001000047002.jpg,,,"Bath and North East Somerset: Bath Abbey ""Green""",,,,Stone;Religious,Bath and North East Somerset,51.381483,-2.3587289,"Welsh School of Architecture, Cardiff University",GIB001000047002,Image;StillImage,image/jpeg,eng,Public domain,https://creativecommons.org/licenses/by-sa/4.0/
gib001000047004,https://adrian-gibson.github.io/001/GIB001000047004.jpg,,,"Bath and North East Somerset: Bath Abbey ""Green""",,,,Stone;Religious,Bath and North East Somerset,51.381483,-2.3587289,"Welsh School of Architecture, Cardiff University",GIB001000047004,Image;StillImage,image/jpeg,eng,Public domain,https://creativecommons.org/licenses/by-sa/4.0/
gib001000048001,https://adrian-gibson.github.io/001/GIB001000048001.jpg,,,"Cambridgeshire: Kings College ""Chapel joint 1485""",,,,Timber frame;Religious,Cambridgeshire,52.204801,0.11656,"Welsh School of Architecture, Cardiff University",GIB001000048001,Image;StillImage,image/jpeg,eng,Public domain,https://creativecommons.org/licenses/by-sa/4.0/
gib001000048003,https://adrian-gibson.github.io/001/GIB001000048003.jpg,,,"Cambridgeshire: Kings College ""Church roof pinnacle""",,,,Stone;Religious,Cambridgeshire,52.204801,0.11656,"Welsh School of Architecture, Cardiff University",GIB001000048003,Image;StillImage,image/jpeg,eng,Public domain,https://creativecommons.org/licenses/by-sa/4.0/
gib001000048004,https://adrian-gibson.github.io/001/GIB001000048004.jpg,,,"Cambridgeshire: Kings College ""Church Chapel finial""",,,,Stone;Religious,Cambridgeshire,52.204801,0.11656,"Welsh School of Architecture, Cardiff University",GIB001000048004,Image;StillImage,image/jpeg,eng,Public domain,https://creativecommons.org/licenses/by-sa/4.0/
gib001000048005,https://adrian-gibson.github.io/001/GIB001000048005.jpg,,,"Cambridgeshire: Kings College ""Church Chapel roof apex - east end""",,,,Lead;Stone;Religious,Cambridgeshire,52.204801,0.11656,"Welsh School of Architecture, Cardiff University",GIB001000048005,Image;StillImage,image/jpeg,eng,Public domain,https://creativecommons.org/licenses/by-sa/4.0/
gib001000048006,https://adrian-gibson.github.io/001/GIB001000048006.jpg,,,"Cambridgeshire: Kings College ""Church Chapel over fan vault, mason's marks""",,,,Stone;Religious,Cambridgeshire,52.204801,0.11656,"Welsh School of Architecture, Cardiff University",GIB001000048006,Image;StillImage,image/jpeg,eng,Public domain,https://creativecommons.org/licenses/by-sa/4.0/
gib001000048008,https://adrian-gibson.github.io/001/GIB001000048008.jpg,,,"Cambridgeshire: Kings College ""Church Chapel glass""",,,,Glass;Religious,Cambridgeshire,52.204801,0.11656,"Welsh School of Architecture, Cardiff University",GIB001000048008,Image;StillImage,image/jpeg,eng,Public domain,https://creativecommons.org/licenses/by-sa/4.0/
gib001000048011,https://adrian-gibson.github.io/001/GIB001000048011.jpg,,,"Cambridgeshire: Kings College ""Church Chapel""",,,,Stone;Religious,Cambridgeshire,52.204801,0.11656,"Welsh School of Architecture, Cardiff University",GIB001000048011,Image;StillImage,image/jpeg,eng,Public domain,https://creativecommons.org/licenses/by-sa/4.0/
gib001000048013,https://adrian-gibson.github.io/001/GIB001000048013.jpg,,,"Cambridgeshire: Kings College ""Church Chapel looking E S face""",,,,Stone;Religious,Cambridgeshire,52.204801,0.11656,"Welsh School of Architecture, Cardiff University",GIB001000048013,Image;StillImage,image/jpeg,eng,Public domain,https://creativecommons.org/licenses/by-sa/4.0/
gib001000048014,https://adrian-gibson.github.io/001/GIB001000048014.jpg,,,"Cambridgeshire: Kings College ""Church Chapel Lewis holes and mason's marks""",,,,Wood;Religious,Cambridgeshire,52.204801,0.11656,"Welsh School of Architecture, Cardiff University",GIB001000048014,Image;StillImage,image/jpeg,eng,Public domain,https://creativecommons.org/licenses/by-sa/4.0/
gib001000048015,https://adrian-gibson.github.io/001/GIB001000048015.jpg,,,"Cambridgeshire: Kings College ""Standing on the roof of Kings Chapel""",,,,Lead;Religious,Cambridgeshire,52.204801,0.11656,"Welsh School of Architecture, Cardiff University",GIB001000048015,Image;StillImage,image/jpeg,eng,Public domain,https://creativecommons.org/licenses/by-sa/4.0/
gib001000048016,https://adrian-gibson.github.io/001/GIB001000048016.jpg,,,"Cambridgeshire: Kings College ""Church - on roof""",,,,Lead;Stone;Religious,Cambridgeshire,52.204801,0.11656,"Welsh School of Architecture, Cardiff University",GIB001000048016,Image;StillImage,image/jpeg,eng,Public domain,https://creativecommons.org/licenses/by-sa/4.0/
gib001000048017,https://adrian-gibson.github.io/001/GIB001000048017.jpg,,,"Cambridgeshire: Kings College ""Church - on roof""",,,,Lead;Stone;Religious,Cambridgeshire,52.204801,0.11656,"Welsh School of Architecture, Cardiff University",GIB001000048017,Image;StillImage,image/jpeg,eng,Public domain,https://creativecommons.org/licenses/by-sa/4.0/
gib001000048020,https://adrian-gibson.github.io/001/GIB001000048020.jpg,,,"Cambridgeshire: Kings College ""Church Chapel end of 5th bay roof""",,,,Timber frame;Religious,Cambridgeshire,52.204801,0.11656,"Welsh School of Architecture, Cardiff University",GIB001000048020,Image;StillImage,image/jpeg,eng,Public domain,https://creativecommons.org/licenses/by-sa/4.0/
gib001000048021,https://adrian-gibson.github.io/001/GIB001000048021.jpg,,,"Cambridgeshire: Kings College ""Church Chapel glass""",,,,Glass;Religious,Cambridgeshire,52.204801,0.11656,"Welsh School of Architecture, Cardiff University",GIB001000048021,Image;StillImage,image/jpeg,eng,Public domain,https://creativecommons.org/licenses/by-sa/4.0/
gib001000048024,https://adrian-gibson.github.io/001/GIB001000048024.jpg,,,"Cambridgeshire: Kings College ""Church Chapel joint 1510""",,,,Timber frame;Religious,Cambridgeshire,52.204801,0.11656,"Welsh School of Architecture, Cardiff University",GIB001000048024,Image;StillImage,image/jpeg,eng,Public domain,https://creativecommons.org/licenses/by-sa/4.0/
gib001000048026,https://adrian-gibson.github.io/001/GIB001000048026.jpg,,,"Cambridgeshire: Kings College ""Church Chapel glass""",,,,Glass;Stone;Religious,Cambridgeshire,52.204801,0.11656,"Welsh School of Architecture, Cardiff University",GIB001000048026,Image;StillImage,image/jpeg,eng,Public domain,https://creativecommons.org/licenses/by-sa/4.0/
gib001000048028,https://adrian-gibson.github.io/001/GIB001000048028.jpg,,,"Cambridgeshire: Kings College ""Chapel glass""",,,,Glass;Stone;Religious,Cambridgeshire,52.204801,0.11656,"Welsh School of Architecture, Cardiff University",GIB001000048028,Image;StillImage,image/jpeg,eng,Public domain,https://creativecommons.org/licenses/by-sa/4.0/
gib001000048030,https://adrian-gibson.github.io/001/GIB001000048030.jpg,,,"Cambridgeshire: Kings College ""Church Chapel end of 5th bay in roof""",,,,Brick;Timber frame;Religious,Cambridgeshire,52.204801,0.11656,"Welsh School of Architecture, Cardiff University",GIB001000048030,Image;StillImage,image/jpeg,eng,Public domain,https://creativecommons.org/licenses/by-sa/4.0/
gib001000048031,https://adrian-gibson.github.io/001/GIB001000048031.jpg,,,"Cambridgeshire: Kings College ""Church Chapel over fan vault""",,,,Timber frame;Religious,Cambridgeshire,52.204801,0.11656,"Welsh School of Architecture, Cardiff University",GIB001000048031,Image;StillImage,image/jpeg,eng,Public domain,https://creativecommons.org/licenses/by-sa/4.0/
gib001000049001,https://adrian-gibson.github.io/001/GIB001000049001.jpg,,,"Hertfordshire: St Mary's Church, Hitchin",,,,Brick;Flint;Stone;Religious,Hertfordshire,51.947976,-0.277708392,"Welsh School of Architecture, Cardiff University",GIB001000049001,Image;StillImage,image/jpeg,eng,Public domain,https://creativecommons.org/licenses/by-sa/4.0/
gib001000049002,https://adrian-gibson.github.io/001/GIB001000049002.jpg,,,"Hertfordshire: St Mary's Church, Hitchin ""From south east""",,,,Brick;Flint;Stone;Religious,Hertfordshire,51.947976,-0.277708392,"Welsh School of Architecture, Cardiff University",GIB001000049002,Image;StillImage,image/jpeg,eng,Public domain,https://creativecommons.org/licenses/by-sa/4.0/
gib001000049003,https://adrian-gibson.github.io/001/GIB001000049003.jpg,,,"Hertfordshire: St Mary's Church, Hitchin ""Porch shield fired, Calais [of Hattock]""",,,,Stone;Religious,Hertfordshire,51.947976,-0.277708392,"Welsh School of Architecture, Cardiff University",GIB001000049003,Image;StillImage,image/jpeg,eng,Public domain,https://creativecommons.org/licenses/by-sa/4.0/
gib001000049004,https://adrian-gibson.github.io/001/GIB001000049004.jpg,,,"Hertfordshire: St Mary's Church, Hitchin ""2 storeyed porch""",,,,Stone;Religious,Hertfordshire,51.947976,-0.277708392,"Welsh School of Architecture, Cardiff University",GIB001000049004,Image;StillImage,image/jpeg,eng,Public domain,https://creativecommons.org/licenses/by-sa/4.0/
gib001000049005,https://adrian-gibson.github.io/001/GIB001000049005.jpg,,,"Hertfordshire: St Mary's Church, Hitchin ""East end""",,,,Flint;Stone;Religious,Hertfordshire,51.947976,-0.277708392,"Welsh School of Architecture, Cardiff University",GIB001000049005,Image;StillImage,image/jpeg,eng,Public domain,https://creativecommons.org/licenses/by-sa/4.0/
gib001000049006,https://adrian-gibson.github.io/001/GIB001000049006.jpg,,,"Hertfordshire: St Mary's Church, Hitchin ""2 storey porch - parapet Mary and stapler marks""",,,,Flint;Stone;Religious,Hertfordshire,51.947976,-0.277708392,"Welsh School of Architecture, Cardiff University",GIB001000049006,Image;StillImage,image/jpeg,eng,Public domain,https://creativecommons.org/licenses/by-sa/4.0/
gib001000049007,https://adrian-gibson.github.io/001/GIB001000049007.jpg,,,"Hertfordshire: St Mary's Church, Hitchin ""From south west""",,,,Brick;Flint;Stone;Religious,Hertfordshire,51.947976,-0.277708392,"Welsh School of Architecture, Cardiff University",GIB001000049007,Image;StillImage,image/jpeg,eng,Public domain,https://creativecommons.org/licenses/by-sa/4.0/
gib001000049008,https://adrian-gibson.github.io/001/GIB001000049008.jpg,,,"Hertfordshire: St Mary's Church, Hitchin ""South Aisle""",,,,Brick;Flint;Stone;Religious,Hertfordshire,51.947976,-0.277708392,"Welsh School of Architecture, Cardiff University",GIB001000049008,Image;StillImage,image/jpeg,eng,Public domain,https://creativecommons.org/licenses/by-sa/4.0/
gib001000049009,https://adrian-gibson.github.io/001/GIB001000049009.jpg,,,"Hertfordshire: St Mary's Church, Hitchin ""Tower from south west""",,,,Brick;Flint;Stone;Religious,Hertfordshire,51.947976,-0.277708392,"Welsh School of Architecture, Cardiff University",GIB001000049009,Image;StillImage,image/jpeg,eng,Public domain,https://creativecommons.org/licenses/by-sa/4.0/
gib001000049010,https://adrian-gibson.github.io/001/GIB001000049010.jpg,,,"Hertfordshire: St Mary's Church, Hitchin ""Tower""",,,,Brick;Flint;Stone;Religious,Hertfordshire,51.947976,-0.277708392,"Welsh School of Architecture, Cardiff University",GIB001000049010,Image;StillImage,image/jpeg,eng,Public domain,https://creativecommons.org/licenses/by-sa/4.0/
gib001000049011,https://adrian-gibson.github.io/001/GIB001000049011.jpg,,,"Hertfordshire: St Mary's Church, Hitchin ""South west corner""",,,,Flint;Stone;Religious,Hertfordshire,51.947976,-0.277708392,"Welsh School of Architecture, Cardiff University",GIB001000049011,Image;StillImage,image/jpeg,eng,Public domain,https://creativecommons.org/licenses/by-sa/4.0/
gib001000049012,https://adrian-gibson.github.io/001/GIB001000049012.jpg,,,"Hertfordshire: St Mary's Church, Hitchin ""2 storey porch""",,,,Stone;Religious,Hertfordshire,51.947976,-0.277708392,"Welsh School of Architecture, Cardiff University",GIB001000049012,Image;StillImage,image/jpeg,eng,Public domain,https://creativecommons.org/licenses/by-sa/4.0/
gib001000049013,https://adrian-gibson.github.io/001/GIB001000049013.jpg,,,"Hertfordshire: St Mary's Church, Hitchin ""Calais staple, mark of mattock, porch""",,,,Stone;Religious,Hertfordshire,51.947976,-0.277708392,"Welsh School of Architecture, Cardiff University",GIB001000049013,Image;StillImage,image/jpeg,eng,Public domain,https://creativecommons.org/licenses/by-sa/4.0/
gib001000050002,https://adrian-gibson.github.io/001/GIB001000050002.jpg,,,"Windsor and Maidenhead: St George's Chapel, Windsor Castle ""Cloister vault decorated / perpendicular wall tracery""",,,,Stone;Religious,Windsor and Maidenhead,51.483664,-0.60679614,"Welsh School of Architecture, Cardiff University",GIB001000050002,Image;StillImage,image/jpeg,eng,Public domain,https://creativecommons.org/licenses/by-sa/4.0/
gib001000050004,https://adrian-gibson.github.io/001/GIB001000050004.jpg,,,"Windsor and Maidenhead: St George's Chapel, Windsor Castle ""West front""",,,,Stone;Religious,Windsor and Maidenhead,51.483664,-0.60679614,"Welsh School of Architecture, Cardiff University",GIB001000050004,Image;StillImage,image/jpeg,eng,Public domain,https://creativecommons.org/licenses/by-sa/4.0/
gib001000050007,https://adrian-gibson.github.io/001/GIB001000050007.jpg,,,"Windsor and Maidenhead: St George's Chapel, Windsor Castle",,,,Stone;Religious,Windsor and Maidenhead,51.483664,-0.60679614,"Welsh School of Architecture, Cardiff University",GIB001000050007,Image;StillImage,image/jpeg,eng,Public domain,https://creativecommons.org/licenses/by-sa/4.0/
gib001000050010,https://adrian-gibson.github.io/001/GIB001000050010.jpg,,,"Windsor and Maidenhead: St George's Chapel, Windsor Castle ""Cloister vault""",,,,Stone;Religious,Windsor and Maidenhead,51.483664,-0.60679614,"Welsh School of Architecture, Cardiff University",GIB001000050010,Image;StillImage,image/jpeg,eng,Public domain,https://creativecommons.org/licenses/by-sa/4.0/
gib001000050012,https://adrian-gibson.github.io/001/GIB001000050012.jpg,,,"Windsor and Maidenhead: St George's Chapel, Windsor Castle ""Vault detail in cloister decorated / perpendicular transition""",,,,Stone;Religious,Windsor and Maidenhead,51.483664,-0.60679614,"Welsh School of Architecture, Cardiff University",GIB001000050012,Image;StillImage,image/jpeg,eng,Public domain,https://creativecommons.org/licenses/by-sa/4.0/
