objectid,filename,youtubeid,vimeoid,title,creator,date,description,subject,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement
gib001000050013,https://adrian-gibson.github.io/001/GIB001000050013.jpg,,,"Windsor and Maidenhead: St George's Chapel, Windsor Castle ""96D8 Henry III's doorway in ambulatory""",,,,Stone;Religious,Windsor and Maidenhead,51.483664,-0.60679614,"Welsh School of Architecture, Cardiff University",GIB001000050013,Image;StillImage,image/jpeg,eng,Public domain,https://creativecommons.org/licenses/by-sa/4.0/
gib001000050014,https://adrian-gibson.github.io/001/GIB001000050014.jpg,,,"Windsor and Maidenhead: St George's Chapel, Windsor Castle ""Roof lines""",,,,Stone;Religious,Windsor and Maidenhead,51.483664,-0.60679614,"Welsh School of Architecture, Cardiff University",GIB001000050014,Image;StillImage,image/jpeg,eng,Public domain,https://creativecommons.org/licenses/by-sa/4.0/
gib001000050015,https://adrian-gibson.github.io/001/GIB001000050015.jpg,,,"Windsor and Maidenhead: St George's Chapel, Windsor Castle ""West window""",,,,Stone;Religious,Windsor and Maidenhead,51.483664,-0.60679614,"Welsh School of Architecture, Cardiff University",GIB001000050015,Image;StillImage,image/jpeg,eng,Public domain,https://creativecommons.org/licenses/by-sa/4.0/
gib001000050016,https://adrian-gibson.github.io/001/GIB001000050016.jpg,,,"Windsor and Maidenhead: St George's Chapel, Windsor Castle ""Detail of south""",,,,Stone;Religious,Windsor and Maidenhead,51.483664,-0.60679614,"Welsh School of Architecture, Cardiff University",GIB001000050016,Image;StillImage,image/jpeg,eng,Public domain,https://creativecommons.org/licenses/by-sa/4.0/
gib001000051001,https://adrian-gibson.github.io/001/GIB001000051001.jpg,,,"North Yorkshire: Rievaulx Abbey ""From Norman transept choir""",,,,Stone;Religious,North Yorkshire,54.25744,-1.117472492,"Welsh School of Architecture, Cardiff University",GIB001000051001,Image;StillImage,image/jpeg,eng,Public domain,https://creativecommons.org/licenses/by-sa/4.0/
gib001000051002,https://adrian-gibson.github.io/001/GIB001000051002.jpg,,,"North Yorkshire: Rievaulx Abbey ""C13 choir""",,,,Stone;Religious,North Yorkshire,54.25744,-1.117472492,"Welsh School of Architecture, Cardiff University",GIB001000051002,Image;StillImage,image/jpeg,eng,Public domain,https://creativecommons.org/licenses/by-sa/4.0/
gib001000051003,https://adrian-gibson.github.io/001/GIB001000051003.jpg,,,"North Yorkshire: Rievaulx Abbey ""C13 chancel""",,,,Stone;Religious,North Yorkshire,54.25744,-1.117472492,"Welsh School of Architecture, Cardiff University",GIB001000051003,Image;StillImage,image/jpeg,eng,Public domain,https://creativecommons.org/licenses/by-sa/4.0/
gib001000051004,https://adrian-gibson.github.io/001/GIB001000051004.jpg,,,"North Yorkshire: Rievaulx Abbey ""East end""",,,,Stone;Religious,North Yorkshire,54.25744,-1.117472492,"Welsh School of Architecture, Cardiff University",GIB001000051004,Image;StillImage,image/jpeg,eng,Public domain,https://creativecommons.org/licenses/by-sa/4.0/
gib001000051006,https://adrian-gibson.github.io/001/GIB001000051006.jpg,,,"North Yorkshire: Rievaulx Abbey ""Mid C13 shrine""",,,,Stone;Religious,North Yorkshire,54.25744,-1.117472492,"Welsh School of Architecture, Cardiff University",GIB001000051006,Image;StillImage,image/jpeg,eng,Public domain,https://creativecommons.org/licenses/by-sa/4.0/
gib001000051007,https://adrian-gibson.github.io/001/GIB001000051007.jpg,,,"North Yorkshire: Rievaulx Abbey ""Lavatorium""",,,,Stone;Religious,North Yorkshire,54.25744,-1.117472492,"Welsh School of Architecture, Cardiff University",GIB001000051007,Image;StillImage,image/jpeg,eng,Public domain,https://creativecommons.org/licenses/by-sa/4.0/
gib001000052001,https://adrian-gibson.github.io/001/GIB001000052001.jpg,,,"Worcestershire: [Church of St Peter], Besford",,,,Timber frame;Religious,Worcestershire,52.101272,-2.131552195,"Welsh School of Architecture, Cardiff University",GIB001000052001,Image;StillImage,image/jpeg,eng,Public domain,https://creativecommons.org/licenses/by-sa/4.0/
gib001000053001,https://adrian-gibson.github.io/001/GIB001000053001.jpg,,,"Leicestershire: Rothley Temple ""Chapel interior""",,,,Stone;Religious,Leicestershire,52.708425,-1.1342754,"Welsh School of Architecture, Cardiff University",GIB001000053001,Image;StillImage,image/jpeg,eng,Public domain,https://creativecommons.org/licenses/by-sa/4.0/
gib001000053002,https://adrian-gibson.github.io/001/GIB001000053002.jpg,,,"Leicestershire: Rothley Temple ""Door into chapel""",,,,Stone;Religious,Leicestershire,52.708425,-1.1342754,"Welsh School of Architecture, Cardiff University",GIB001000053002,Image;StillImage,image/jpeg,eng,Public domain,https://creativecommons.org/licenses/by-sa/4.0/
gib001000053003,https://adrian-gibson.github.io/001/GIB001000053003.jpg,,,"Leicestershire: Rothley Temple ""Panel 13""",,,,Stone;Religious,Leicestershire,52.708425,-1.1342754,"Welsh School of Architecture, Cardiff University",GIB001000053003,Image;StillImage,image/jpeg,eng,Public domain,https://creativecommons.org/licenses/by-sa/4.0/
gib001000053004,https://adrian-gibson.github.io/001/GIB001000053004.jpg,,,"Leicestershire: Rothley Temple ""Chapel""",,,,Stone;Religious,Leicestershire,52.708425,-1.1342754,"Welsh School of Architecture, Cardiff University",GIB001000053004,Image;StillImage,image/jpeg,eng,Public domain,https://creativecommons.org/licenses/by-sa/4.0/
gib001000053005,https://adrian-gibson.github.io/001/GIB001000053005.jpg,,,"Leicestershire: Rothley Temple ""Entry door from chapel""",,,,Stone;Religious,Leicestershire,52.708425,-1.1342754,"Welsh School of Architecture, Cardiff University",GIB001000053005,Image;StillImage,image/jpeg,eng,Public domain,https://creativecommons.org/licenses/by-sa/4.0/
gib001000053006,https://adrian-gibson.github.io/001/GIB001000053006.jpg,,,"Leicestershire: Rothley Temple ""Chapel""",,,,Stone;Religious,Leicestershire,52.708425,-1.1342754,"Welsh School of Architecture, Cardiff University",GIB001000053006,Image;StillImage,image/jpeg,eng,Public domain,https://creativecommons.org/licenses/by-sa/4.0/
gib001000054001,https://adrian-gibson.github.io/001/GIB001000054001.jpg,,,"Lincolnshire: Lincoln Cathedral ""North side of north tower on west front, Romanesque""",,,,Stone;Religious,Lincolnshire,53.234423,-0.53662665,"Welsh School of Architecture, Cardiff University",GIB001000054001,Image;StillImage,image/jpeg,eng,Public domain,https://creativecommons.org/licenses/by-sa/4.0/
gib001000054002,https://adrian-gibson.github.io/001/GIB001000054002.jpg,,,"Lincolnshire: Lincoln Cathedral ""West Front, Romanesque frieze""",,,,Stone;Religious,Lincolnshire,53.234423,-0.53662665,"Welsh School of Architecture, Cardiff University",GIB001000054002,Image;StillImage,image/jpeg,eng,Public domain,https://creativecommons.org/licenses/by-sa/4.0/
gib001000054004,https://adrian-gibson.github.io/001/GIB001000054004.jpg,,,"Lincolnshire: Lincoln Cathedral ""Flying buttress - chapter house""",,,,Stone;Religious,Lincolnshire,53.234423,-0.53662665,"Welsh School of Architecture, Cardiff University",GIB001000054004,Image;StillImage,image/jpeg,eng,Public domain,https://creativecommons.org/licenses/by-sa/4.0/
gib001000054006,https://adrian-gibson.github.io/001/GIB001000054006.jpg,,,"Lincolnshire: Lincoln Cathedral ""Upper west front 1253""",,,,Stone;Religious,Lincolnshire,53.234423,-0.53662665,"Welsh School of Architecture, Cardiff University",GIB001000054006,Image;StillImage,image/jpeg,eng,Public domain,https://creativecommons.org/licenses/by-sa/4.0/
gib001000054007,https://adrian-gibson.github.io/001/GIB001000054007.jpg,,,"Lincolnshire: Lincoln Cathedral ""West works - 1072-92""",,,,Stone;Religious,Lincolnshire,53.234423,-0.53662665,"Welsh School of Architecture, Cardiff University",GIB001000054007,Image;StillImage,image/jpeg,eng,Public domain,https://creativecommons.org/licenses/by-sa/4.0/
gib001000054009,https://adrian-gibson.github.io/001/GIB001000054009.jpg,,,"Lincolnshire: Lincoln Cathedral ""North east transept west side, centering tie wooden""",,,,Stone;Religious,Lincolnshire,53.234423,-0.53662665,"Welsh School of Architecture, Cardiff University",GIB001000054009,Image;StillImage,image/jpeg,eng,Public domain,https://creativecommons.org/licenses/by-sa/4.0/
gib001000054011,https://adrian-gibson.github.io/001/GIB001000054011.jpg,,,"Lincolnshire: Lincoln Cathedral ""South east transept racking""",,,,Timber frame;Religious,Lincolnshire,53.234423,-0.53662665,"Welsh School of Architecture, Cardiff University",GIB001000054011,Image;StillImage,image/jpeg,eng,Public domain,https://creativecommons.org/licenses/by-sa/4.0/
gib001000054012,https://adrian-gibson.github.io/001/GIB001000054012.jpg,,,"Lincolnshire: Lincoln Cathedral ""South east transept apsidal chapel""",,,,Stone;Religious,Lincolnshire,53.234423,-0.53662665,"Welsh School of Architecture, Cardiff University",GIB001000054012,Image;StillImage,image/jpeg,eng,Public domain,https://creativecommons.org/licenses/by-sa/4.0/
gib001000054013,https://adrian-gibson.github.io/001/GIB001000054013.jpg,,,"Lincolnshire: Lincoln Cathedral ""594B5 tomb of Katherine Swynford""",,,,Stone;Religious,Lincolnshire,53.234423,-0.53662665,"Welsh School of Architecture, Cardiff University",GIB001000054013,Image;StillImage,image/jpeg,eng,Public domain,https://creativecommons.org/licenses/by-sa/4.0/
gib001000054014,https://adrian-gibson.github.io/001/GIB001000054014.jpg,,,"Lincolnshire: Lincoln Cathedral ""South east transept outer bay""",,,,Timber frame;Religious,Lincolnshire,53.234423,-0.53662665,"Welsh School of Architecture, Cardiff University",GIB001000054014,Image;StillImage,image/jpeg,eng,Public domain,https://creativecommons.org/licenses/by-sa/4.0/
gib001000054016,https://adrian-gibson.github.io/001/GIB001000054016.jpg,,,"Lincolnshire: Lincoln Cathedral ""St Hugh's choir aisle, cut off centering beams / ties - wood""",,,,Stone;Plaster;Religious,Lincolnshire,53.234423,-0.53662665,"Welsh School of Architecture, Cardiff University",GIB001000054016,Image;StillImage,image/jpeg,eng,Public domain,https://creativecommons.org/licenses/by-sa/4.0/
gib001000054017,https://adrian-gibson.github.io/001/GIB001000054017.jpg,,,"Lincolnshire: Lincoln Cathedral ""Back of door north east transept to cloister 1220/30 saltire bracing""",,,,Stone;Religious,Lincolnshire,53.234423,-0.53662665,"Welsh School of Architecture, Cardiff University",GIB001000054017,Image;StillImage,image/jpeg,eng,Public domain,https://creativecommons.org/licenses/by-sa/4.0/
gib001000054018,https://adrian-gibson.github.io/001/GIB001000054018.jpg,,,"Lincolnshire: Lincoln Cathedral ""West front Romanesque frieze""",,,,Stone;Religious,Lincolnshire,53.234423,-0.53662665,"Welsh School of Architecture, Cardiff University",GIB001000054018,Image;StillImage,image/jpeg,eng,Public domain,https://creativecommons.org/licenses/by-sa/4.0/
gib001000054019,https://adrian-gibson.github.io/001/GIB001000054019.jpg,,,"Lincolnshire: Lincoln Cathedral ""Nave vault from west end""",,,,Stone;Religious,Lincolnshire,53.234423,-0.53662665,"Welsh School of Architecture, Cardiff University",GIB001000054019,Image;StillImage,image/jpeg,eng,Public domain,https://creativecommons.org/licenses/by-sa/4.0/
gib001000054020,https://adrian-gibson.github.io/001/GIB001000054020.jpg,,,"Lincolnshire: Lincoln Cathedral ""From the west""",,,,Stone;Religious,Lincolnshire,53.234423,-0.53662665,"Welsh School of Architecture, Cardiff University",GIB001000054020,Image;StillImage,image/jpeg,eng,Public domain,https://creativecommons.org/licenses/by-sa/4.0/
gib001000054021,https://adrian-gibson.github.io/001/GIB001000054021.jpg,,,"Lincolnshire: Lincoln Cathedral ""Chapter house 1220-35""",,,,Stone;Religious,Lincolnshire,53.234423,-0.53662665,"Welsh School of Architecture, Cardiff University",GIB001000054021,Image;StillImage,image/jpeg,eng,Public domain,https://creativecommons.org/licenses/by-sa/4.0/
gib001000054022,https://adrian-gibson.github.io/001/GIB001000054022.jpg,,,"Lincolnshire: Lincoln Cathedral ""South east transept east side - sole pieces""",,,,Stone;Timber frame;Religious,Lincolnshire,53.234423,-0.53662665,"Welsh School of Architecture, Cardiff University",GIB001000054022,Image;StillImage,image/jpeg,eng,Public domain,https://creativecommons.org/licenses/by-sa/4.0/
gib001000054023,https://adrian-gibson.github.io/001/GIB001000054023.jpg,,,"Lincolnshire: Lincoln Cathedral ""North east transept west side, 45 degree boarding""",,,,Stone;Religious,Lincolnshire,53.234423,-0.53662665,"Welsh School of Architecture, Cardiff University",GIB001000054023,Image;StillImage,image/jpeg,eng,Public domain,https://creativecommons.org/licenses/by-sa/4.0/
gib001000054024,https://adrian-gibson.github.io/001/GIB001000054024.jpg,,,"Lincolnshire: Lincoln Cathedral ""East crossing from south transept""",,,,Timber frame;Religious,Lincolnshire,53.234423,-0.53662665,"Welsh School of Architecture, Cardiff University",GIB001000054024,Image;StillImage,image/jpeg,eng,Public domain,https://creativecommons.org/licenses/by-sa/4.0/
gib001000054025,https://adrian-gibson.github.io/001/GIB001000054025.jpg,,,"Lincolnshire: Lincoln Cathedral ""Nave roof vault pockets 46 ties""",,,,Timber frame;Religious,Lincolnshire,53.234423,-0.53662665,"Welsh School of Architecture, Cardiff University",GIB001000054025,Image;StillImage,image/jpeg,eng,Public domain,https://creativecommons.org/licenses/by-sa/4.0/
gib001000054026,https://adrian-gibson.github.io/001/GIB001000054026.jpg,,,"Lincolnshire: Lincoln Cathedral ""Roof south east transept""",,,,Timber frame;Religious,Lincolnshire,53.234423,-0.53662665,"Welsh School of Architecture, Cardiff University",GIB001000054026,Image;StillImage,image/jpeg,eng,Public domain,https://creativecommons.org/licenses/by-sa/4.0/
gib001000054027,https://adrian-gibson.github.io/001/GIB001000054027.jpg,,,"Lincolnshire: Lincoln Cathedral ""North east transept apse chapel, cut centering tie beam""",,,,Stone;Plaster;Religious,Lincolnshire,53.234423,-0.53662665,"Welsh School of Architecture, Cardiff University",GIB001000054027,Image;StillImage,image/jpeg,eng,Public domain,https://creativecommons.org/licenses/by-sa/4.0/
gib001000054028,https://adrian-gibson.github.io/001/GIB001000054028.jpg,,,"Lincolnshire: Lincoln Cathedral ""Nave roof from west end""",,,,Timber frame;Religious,Lincolnshire,53.234423,-0.53662665,"Welsh School of Architecture, Cardiff University",GIB001000054028,Image;StillImage,image/jpeg,eng,Public domain,https://creativecommons.org/licenses/by-sa/4.0/
gib001000054029,https://adrian-gibson.github.io/001/GIB001000054029.jpg,,,"Lincolnshire: Lincoln Cathedral ""Angel choir Edward and Eleanor""",,,,Stone;Religious,Lincolnshire,53.234423,-0.53662665,"Welsh School of Architecture, Cardiff University",GIB001000054029,Image;StillImage,image/jpeg,eng,Public domain,https://creativecommons.org/licenses/by-sa/4.0/
gib001000054032,https://adrian-gibson.github.io/001/GIB001000054032.jpg,,,"Lincolnshire: Lincoln Cathedral ""Chapter house""",,,,Stone;Religious,Lincolnshire,53.234423,-0.53662665,"Welsh School of Architecture, Cardiff University",GIB001000054032,Image;StillImage,image/jpeg,eng,Public domain,https://creativecommons.org/licenses/by-sa/4.0/
gib001000054034,https://adrian-gibson.github.io/001/GIB001000054034.jpg,,,"Lincolnshire: Lincoln Cathedral ""St Hugh's choir - aisle, cut off centering beams / ties wood""",,,,Stone;Plaster;Religious,Lincolnshire,53.234423,-0.53662665,"Welsh School of Architecture, Cardiff University",GIB001000054034,Image;StillImage,image/jpeg,eng,Public domain,https://creativecommons.org/licenses/by-sa/4.0/
gib001000054035,https://adrian-gibson.github.io/001/GIB001000054035.jpg,,,"Lincolnshire: Lincoln Cathedral ""Centering tie north east transept / Hugh's choir aisle side""",,,,Stone;Plaster;Religious,Lincolnshire,53.234423,-0.53662665,"Welsh School of Architecture, Cardiff University",GIB001000054035,Image;StillImage,image/jpeg,eng,Public domain,https://creativecommons.org/licenses/by-sa/4.0/
gib001000054036,https://adrian-gibson.github.io/001/GIB001000054036.jpg,,,"Lincolnshire: Lincoln Cathedral ""Tower from south east""",,,,Stone;Religious,Lincolnshire,53.234423,-0.53662665,"Welsh School of Architecture, Cardiff University",GIB001000054036,Image;StillImage,image/jpeg,eng,Public domain,https://creativecommons.org/licenses/by-sa/4.0/
gib001000054038,https://adrian-gibson.github.io/001/GIB001000054038.jpg,,,"Lincolnshire: Lincoln Cathedral ""Angel choir - Edward and Eleanor""",,,,Stone;Religious,Lincolnshire,53.234423,-0.53662665,"Welsh School of Architecture, Cardiff University",GIB001000054038,Image;StillImage,image/jpeg,eng,Public domain,https://creativecommons.org/licenses/by-sa/4.0/
gib001000054040,https://adrian-gibson.github.io/001/GIB001000054040.jpg,,,"Lincolnshire: Lincoln Cathedral ""594B4 Edward I and Eleanor of Castile""",,,,Stone;Religious,Lincolnshire,53.234423,-0.53662665,"Welsh School of Architecture, Cardiff University",GIB001000054040,Image;StillImage,image/jpeg,eng,Public domain,https://creativecommons.org/licenses/by-sa/4.0/
gib001000054041,https://adrian-gibson.github.io/001/GIB001000054041.jpg,,,"Lincolnshire: Lincoln Cathedral ""Nave and west chapel south""",,,,Stone;Religious,Lincolnshire,53.234423,-0.53662665,"Welsh School of Architecture, Cardiff University",GIB001000054041,Image;StillImage,image/jpeg,eng,Public domain,https://creativecommons.org/licenses/by-sa/4.0/
gib001000054042,https://adrian-gibson.github.io/001/GIB001000054042.jpg,,,"Lincolnshire: Lincoln Cathedral ""Tower from south-west 1238-55, and 1307-11""",,,,Stone;Religious,Lincolnshire,53.234423,-0.53662665,"Welsh School of Architecture, Cardiff University",GIB001000054042,Image;StillImage,image/jpeg,eng,Public domain,https://creativecommons.org/licenses/by-sa/4.0/
gib001000054043,https://adrian-gibson.github.io/001/GIB001000054043.jpg,,,"Lincolnshire: Lincoln Cathedral ""Front of door, north east transept, to cloister 1220/30 'C' hinges with curls""",,,,Stone;Religious,Lincolnshire,53.234423,-0.53662665,"Welsh School of Architecture, Cardiff University",GIB001000054043,Image;StillImage,image/jpeg,eng,Public domain,https://creativecommons.org/licenses/by-sa/4.0/
